通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00001974,0,011,977-4014,,生花店,生花店,1,01104690034,北海道,札幌市白石区,本通,1丁目,2-15,0350849,55,その他の小売業,5507,生花店
00001975,0,011,103-7467,,生花店 南郷通,生花店 南郷通,0,01104988553,北海道,札幌市白石区,南郷通,6丁目,10-23,0120239,55,その他の小売業,5507,生花店
00001976,0,011,995-5900,,生花店 東札幌,生花店 東札幌,0,01104345535,北海道,札幌市白石区,東札幌,2丁目,15-19,0560722,55,その他の小売業,5507,生花店
00001977,0,011,405-7554,,生花店,生花店,0,01104354834,北海道,札幌市白石区,南郷通,5丁目,17-10,0560294,55,その他の小売業,5507,生花店
00001978,0,011,180-3682,,生花店 支店,生花店 支店,0,01104423390,北海道,札幌市白石区,南郷通,6丁目,11-1,0280805,55,その他の小売業,5507,生花店
00001979,0,011,135-2794,,薬局 白石区,薬局 白石区,0,01104452134,北海道,札幌市白石区,南郷通,7丁目,15-12,0640777,60,医薬品・化粧品小売業,6001,薬局
00001980,0,011,639-4620,,薬局 白石区,薬局 白石区,0,01104809461,北海道,札幌市白石区,南郷通,3丁目,13-29,0660730,60,医薬品・化粧品小売業,6001,薬局
00001981,0,011,673-7752,,薬局 支店,薬局 支店,0,01104524074,北海道,札幌市白石区,菊水,3丁目,9-29,0310892,60,医薬品・化粧品小売業,6001,薬局
00001982,0,011,788-4808,,薬局 白石区,薬局 白石区,1,01104777260,北海道,札幌市白石区,東札幌,8丁目,10-25,0960165,60,医薬品・化粧品小売業,6001,薬局
00001983,0,011,270-9410,,薬局 支店,薬局 支店,0,01104664700,北海道,札幌市白石区,南郷通,5丁目,5-21,0350965,60,医薬品・化粧品小売業,6001,薬局
00001984,0,011,464-7783,,薬局,薬局,1,01104175437,北海道,札幌市白石区,南郷通,4丁目,7-5,0750749,60,医薬品・化粧品小売業,6001,薬局
00001985,0,011,191-4494,,薬局,薬局,0,01104308241,北海道,札幌市白石区,南郷通,10丁目,6-28,0860614,60,医薬品・化粧品小売業,6001,薬局
00001986,0,011,426-7092,,薬局 白石区,薬局 白石区,0,01104653658,北海道,札幌市白石区,菊水,8丁目,20-17,0390261,60,医薬品・化粧品小売業,6001,薬局
00001987,0,011,262-6716,,薬局 本店,薬局 本店,0,01104269378,北海道,札幌市白石区,東札幌,8丁目,4-25,0840189,60,医薬品・化粧品小売業,6001,薬局
00001988,0,011,187-5660,,薬局 白石区,薬局 白石区,0,01104531045,北海道,札幌市白石区,南郷通,1丁目,1-17,0300236,60,医薬品・化粧品小売業,6001,薬局
00001989,0,011,600-6668,,薬局,薬局,0,01104707301,北海道,札幌市白石区,菊水,2丁目,9-17,0860117,60,医薬品・化粧品小売業,6001,薬局
00001990,0,011,479-5554,,薬局 本店,薬局 本店,0,01104900631,北海道,札幌市白石区,菊水,9丁目,12-12,0920907,60,医薬品・化粧品小売業,6001,薬局
00001991,0,011,542-3100,,薬局 支店,薬局 支店,1,01104967804,北海道,札幌市白石区,東札幌,2丁目,16-16,0860495,60,医薬品・化粧品小売業,6001,薬局
00001992,0,011,599-8485,,薬局 支店,薬局 支店,0,01104167087,北海道,札幌市白石区,東札幌,8丁目,1-18,0220388,60,医薬品・化粧品小売業,6001,薬局
00001993,0,011,645-4253,,温泉浴場 支店,温泉浴場 支店,0,01104772681,北海道,札幌市白石区,南郷通,9丁目,8-7,0890862,76,公衆浴場業,7601,温泉浴場
00001994,0,011,332-1378,,温泉浴場 支店,温泉浴場 支店,0,01104942795,北海道,札幌市白石区,南郷通,4丁目,17-29,0890963,76,公衆浴場業,7601,温泉浴場
00001995,0,011,946-1647,,温泉浴場 支店,温泉浴場 支店,0,01104221065,北海道,札幌市白石区,本通,7丁目,17-14,0680731,76,公衆浴場業,7601,温泉浴場
00001996,0,011,263-5294,,温泉浴場 本店,温泉浴場 本店,0,01104135792,北海道,札幌市白石区,南郷通,1丁目,12-11,0480583,76,公衆浴場業,7601,温泉浴場
00001997,0,011,207-7741,,自動車整備業 本店,自動車整備業 本店,1,01104607065,北海道,札幌市白石区,本通,7丁目,7-13,0380597,59,自動車整備業,5901,自動車整備業
00001998,0,011,856-6674,,自動車整備業 白石区,自動車整備業 白石区,0,01104289883,北海道,札幌市白石区,本通,7丁目,14-12,0840938,59,自動車整備業,5901,自動車整備業
00001999,0,011,292-3665,,自動車整備業 本店,自動車整備業 本店,0,01104938511,北海道,札幌市白石区,本通,8丁目,14-26,0960914,59,自動車整備業,5901,自動車整備業
00002000,0,011,456-7403,,自動車整備業 菊水,自動車整備業 菊水,0,01104475802,北海道,札幌市白石区,菊水,7丁目,7-29,0470594,59,自動車整備業,5901,自動車整備業
00002001,0,011,965-9203,,自動車整備業 白石区,自動車整備業 白石区,0,01104277776,北海道,札幌市白石区,南郷通,3丁目,2-22,0140355,59,自動車整備業,5901,自動車整備業
00002002,0,011,296-6628,,自動車整備業 白石区,自動車整備業 白石区,0,01104606257,北海道,札幌市白石区,菊水,3丁目,11-6,0360399,59,自動車整備業,5901,自動車整備業
00002003,0,011,877-3608,,自動車整備業 支店,自動車整備業 支店,0,01104550439,北海道,札幌市白石区,東札幌,2丁目,3-19,0150430,59,自動車整備業,5901,自動車整備業
00002004,0,011,935-7239,,自動車整備業 本店,自動車整備業 本店,0,01104287918,北海道,札幌市白石区,菊水,3丁目,10-5,0870670,59,自動車整備業,5901,自動車整備業
00002005,0,011,572-7785,,味噌一番,味噌一番,0,01105727432,北海道,札幌市豊平区,美園,7丁目,1-19,0620673,52,そば・うどん店,5299,ラーメン店
00002006,0,011,733-4091,,極味 平岸,極味 平岸,0,01105795286,北海道,札幌市豊平区,平岸,9丁目,1-12,0280349,52,そば・うどん店,5299,ラーメン店
00002007,0,011,879-9651,,味噌一番 本店,味噌一番 本店,1,01105695283,北海道,札幌市豊平区,平岸,2丁目,12-15,0240738,52,そば・うどん店,5299,ラーメン店
00002008,0,011,579-9221,,北の味,北の味,0,01105245908,北海道,札幌市豊平区,美園,6丁目,8-2,0260790,52,そば・うどん店,5299,ラーメン店
00002009,0,011,313-5388,,札幌ラーメン 豊平区,札幌ラーメン 豊平区,0,01105119297,北海道,札幌市豊平区,豊平三条,3丁目,5-26,0450850,52,そば・うどん店,5299,ラーメン店
00002010,0,011,242-2205,,札幌ラーメン 豊平区,札幌ラーメン 豊平区,0,01105742077,北海道,札幌市豊平区,美園,7丁目,6-17,0390434,52,そば・うどん店,5299,ラーメン店
00002011,0,011,260-7553,,味噌一番 本店,味噌一番 本店,0,01105823223,北海道,札幌市豊平区,平岸,5丁目,1-14,0580659,52,そば・うどん店,5299,ラーメン店
00002012,0,011,378-3236,,麺屋 平岸,麺屋 平岸,0,01105174491,北海道,札幌市豊平区,平岸,1丁目,17-1,0940209,52,そば・うどん店,5299,ラーメン店
00002013,0,011,427-3639,,函館塩ラーメン 支店,函館塩ラーメン 支店,0,01105936730,北海道,札幌市豊平区,月寒中央通,2丁目,13-13,0760494,52,そば・うどん店,5299,ラーメン店
00002014,0,011,336-7403,,麺屋 支店,麺屋 支店,0,01105940673,北海道,札幌市豊平区,平岸,10丁目,14-7,0140537,52,そば・うどん店,5299,ラーメン店
00002015,0,011,957-8728,,極味 月寒中央通,極味 月寒中央通,0,01105556596,北海道,札幌市豊平区,月寒中央通,7丁目,19-24,0690739,52,そば・うどん店,5299,ラーメン店
00002016,0,011,746-8721,,北の味,北の味,0,01105372202,北海道,札幌市豊平区,美園,4丁目,3-6,0380723,52,そば・うどん店,5299,ラーメン店
00002017,0,011,671-2590,,味噌一番 本店,味噌一番 本店,1,01105273469,北海道,札幌市豊平区,月寒中央通,6丁目,12-12,0390308,52,そば・うどん店,5299,ラーメン店
00002018,0,011,242-6970,,極味 豊平三条,極味 豊平三条,0,01105980728,北海道,札幌市豊平区,豊平三条,8丁目,20-14,0750957,52,そば・うどん店,5299,ラーメン店
00002019,0,011,856-3289,,函館塩ラーメン,函館塩ラーメン,0,01105818197,北海道,札幌市豊平区,豊平三条,3丁目,18-21,0950988,52,そば・うどん店,5299,ラーメン店
00002020,0,011,835-9653,,函館塩ラーメン,函館塩ラーメン,1,01105889624,北海道,札幌市豊平区,月寒中央通,9丁目,1-26,0210777,52,そば・うどん店,5299,ラーメン店
00002021,0,011,109-1788,,北の味,北の味,0,01105984089,北海道,札幌市豊平区,豊平三条,3丁目,10-28,0440471,52,そば・うどん店,5299,ラーメン店
00002022,0,011,572-3680,,函館塩ラーメン 豊平三条,函館塩ラーメン 豊平三条,0,01105767789,北海道,札幌市豊平区,豊平三条,4丁目,20-24,0400821,52,そば・うどん店,5299,ラーメン店
00002023,0,011,650-4104,,麺屋 支店,麺屋 支店,1,01105946291,北海道,札幌市豊平区,平岸,6丁目,11-1,0570686,52,そば・うどん店,5299,ラーメン店
00002024,0,011,961-4896,,札幌ラーメン 支店,札幌ラーメン 支店,0,01105313560,北海道,札幌市豊平区,月寒中央通,4丁目,6-5,0680472,52,そば・うどん店,5299,ラーメン店
00002025,0,011,327-3881,,札幌ラーメン,札幌ラーメン,1,01105875506,北海道,札幌市豊平区,美園,4丁目,5-26,0250244,52,そば・うどん店,5299,ラーメン店
00002026,0,011,665-4422,,味噌一番 支店,味噌一番 支店,0,01105902851,北海道,札幌市豊平区,美園,5丁目,11-6,0730226,52,そば・うどん店,5299,ラーメン店
00002027,0,011,611-1373,,旭川ラーメン 本店,旭川ラーメン 本店,0,01105751937,北海道,札幌市豊平区,豊平三条,9丁目,5-7,0480801,52,そば・うどん店,5299,ラーメン店
00002028,0,011,305-7270,,札幌ラーメン 支店,札幌ラーメン 支店,0,01105565261,北海道,札幌市豊平区,平岸,9丁目,1-10,0270831,52,そば・うどん店,5299,ラーメン店
00002029,0,011,504-2391,,札幌ラーメン 本店,札幌ラーメン 本店,1,01105266074,北海道,札幌市豊平区,美園,5丁目,15-18,0640660,52,そば・うどん店,5299,ラーメン店
00002030,0,011,668-8849,,味噌一番 本店,味噌一番 本店,1,01105750080,北海道,札幌市豊平区,豊平三条,4丁目,17-7,0960819,52,そば・うどん店,5299,ラーメン店
00002031,0,011,247-5136,,味噌一番 本店,味噌一番 本店,0,01105707472,北海道,札幌市豊平区,月寒中央通,9丁目,13-4,0440561,52,そば・うどん店,5299,ラーメン店
00002032,0,011,484-3631,,旭川ラーメン 豊平区,旭川ラーメン 豊平区,0,01105639059,北海道,札幌市豊平区,豊平三条,5丁目,13-15,0560336,52,そば・うどん店,5299,ラーメン店
00002033,0,011,546-2357,,極味 支店,極味 支店,1,01105796390,北海道,札幌市豊平区,月寒中央通,10丁目,9-27,0530516,52,そば・うどん店,5299,ラーメン店
00002034,0,011,553-3408,,麺屋 月寒中央通,麺屋 月寒中央通,0,01105611970,北海道,札幌市豊平区,月寒中央通,10丁目,7-23,0830156,52,そば・うどん店,5299,ラーメン店
00002035,0,011,811-9977,,味噌一番 豊平区,味噌一番 豊平区,1,01105874327,北海道,札幌市豊平区,月寒中央通,1丁目,19-14,0170135,52,そば・うどん店,5299,ラーメン店
00002036,0,011,936-4466,,麺屋,麺屋,0,01105887867,北海道,札幌市豊平区,平岸,2丁目,6-30,0910546,52,そば・うどん店,5299,ラーメン店
00002037,0,011,285-7821,,麺屋 豊平区,麺屋 豊平区,1,01105617529,北海道,札幌市豊平区,美園,6丁目,8-15,0960495,52,そば・うどん店,5299,ラーメン店
00002038,0,011,994-7522,,北の味 豊平区,北の味 豊平区,0,01105422162,北海道,札幌市豊平区,月寒中央通,8丁目,17-5,0400330,52,そば・うどん店,5299,ラーメン店
00002039,0,011,797-8057,,札幌ラーメン 豊平区,札幌ラーメン 豊平区,1,01105763954,北海道,札幌市豊平区,美園,6丁目,8-23,0980120,52,そば・うどん店,5299,ラーメン店
00002040,0,011,204-5527,,麺屋,麺屋,0,01105886851,北海道,札幌市豊平区,平岸,5丁目,4-26,0330163,52,そば・うどん店,5299,ラーメン店
00002041,0,011,312-4703,,旭川ラーメン 本店,旭川ラーメン 本店,0,01105828245,北海道,札幌市豊平区,豊平三条,9丁目,14-5,0190563,52,そば・うどん店,5299,ラーメン店
00002042,0,011,425-1563,,味噌一番 支店,味噌一番 支店,0,01105815109,北海道,札幌市豊平区,月寒中央通,10丁目,3-13,0640839,52,そば・うどん店,5299,ラーメン店
00002043,0,011,771-5412,,北の味,北の味,1,01105135469,北海道,札幌市豊平区,月寒中央通,1丁目,3-2,0870863,52,そば・うどん店,5299,ラーメン店
00002044,0,011,598-9611,,麺屋 支店,麺屋 支店,0,01105219416,北海道,札幌市豊平区,平岸,2丁目,10-7,0190216,52,そば・うどん店,5299,ラーメン店
00002045,0,011,384-6865,,海鮮,海鮮,0,01105276658,北海道,札幌市豊平区,美園,9丁目,9-30,0480145,52,そば・うどん店,5205,居酒屋
00002046,0,011,503-8833,,炉端,炉端,0,01105537479,北海道,札幌市豊平区,平岸,5丁目,12-21,0350935,52,そば・うどん店,5205,居酒屋
00002047,0,011,531-5221,,居酒屋 支店,居酒屋 支店,0,01105931055,北海道,札幌市豊平区,美園,10丁目,20-27,0780548,52,そば・うどん店,5205,居酒屋
00002048,0,011,456-1054,,海鮮 支店,海鮮 支店,1,01105205787,北海道,札幌市豊平区,豊平三条,2丁目,2-7,0430624,52,そば・うどん店,5205,居酒屋
00002049,0,011,788-1718,,酒処 支店,酒処 支店,0,01105306907,北海道,札幌市豊平区,美園,6丁目,17-13,0380257,52,そば・うどん店,5205,居酒屋
00002050,0,011,963-5450,,ジンギスカン 本店,ジンギスカン 本店,1,01105579077,北海道,札幌市豊平区,豊平三条,10丁目,4-27,0480168,52,そば・うどん店,5205,居酒屋
00002051,0,011,325-7635,,海鮮 支店,海鮮 支店,0,01105883595,北海道,札幌市豊平区,美園,1丁目,8-30,0800754,52,そば・うどん店,5205,居酒屋
00002052,0,011,306-6370,,ジンギスカン,ジンギスカン,0,01105315670,北海道,札幌市豊平区,美園,5丁目,9-7,0800979,52,そば・うどん店,5205,居酒屋
00002053,0,011,642-4865,,焼鳥 平岸,焼鳥 平岸,0,01105254779,北海道,札幌市豊平区,平岸,4丁目,14-18,0550195,52,そば・うどん店,5205,居酒屋
00002054,0,011,536-3874,,焼鳥 支店,焼鳥 支店,0,01105832611,北海道,札幌市豊平区,平岸,1丁目,6-22,0820549,52,そば・うどん店,5205,居酒屋
00002055,0,011,715-6065,,海鮮,海鮮,0,01105867781,北海道,札幌市豊平区,月寒中央通,5丁目,19-10,0430824,52,そば・うどん店,5205,居酒屋
00002056,0,011,391-8254,,ジンギスカン,ジンギスカン,0,01105128772,北海道,札幌市豊平区,美園,2丁目,19-30,0530203,52,そば・うどん店,5205,居酒屋
00002057,0,011,399-8755,,北の幸 支店,北の幸 支店,1,01105712550,北海道,札幌市豊平区,平岸,10丁目,9-23,0710140,52,そば・うどん店,5205,居酒屋
00002058,0,011,550-8789,,炉端 支店,炉端 支店,1,01105213117,北海道,札幌市豊平区,美園,8丁目,18-4,0520689,52,そば・うどん店,5205,居酒屋
00002059,0,011,131-9286,,居酒屋,居酒屋,1,01105292572,北海道,札幌市豊平区,月寒中央通,6丁目,19-10,0240467,52,そば・うどん店,5205,居酒屋
00002060,0,011,465-5567,,ジンギスカン 支店,ジンギスカン 支店,0,01105113084,北海道,札幌市豊平区,豊平三条,3丁目,17-25,0270813,52,そば・うどん店,5205,居酒屋
00002061,0,011,354-7619,,海鮮,海鮮,0,01105741429,北海道,札幌市豊平区,月寒中央通,10丁目,9-29,0270928,52,そば・うどん店,5205,居酒屋
00002062,0,011,885-7642,,ジンギスカン 美園,ジンギスカン 美園,0,01105741605,北海道,札幌市豊平区,美園,2丁目,16-30,0920634,52,そば・うどん店,5205,居酒屋
