入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
,2024-12-25,落札済,④構築,生成AI（その他）,市区町村,その他愛知県市町村/江南市,愛知県,江南市生成AIシステム【江南市】,FY2024,,シフトプラス株式会社,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTEwMzQ5NQ==
,,結果待ち,②設計,,独法,日本年金機構,東京都,「チャットボットを利用したサービス提供業務」に関する情報提供依頼,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTUxNjU4Nw==
,2024-12-24,落札済,④構築,RAG構築,独法,独立行政法人国際協力機構,東京都,Insurance coverage for JICA Palestine office vehicles in Israel for the period (01/01/2025 -31/12/2025)， Compulsory and Third Party,FY2024,,Deek Insurance Company,1563646,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTQ1MTQwNw==
2024-12-23,2024-12-25,落札済,⑤運用,,市区町村,大阪市,大阪府,下水道諸手続きにかかる専用ホームページ・AIチャットボットの構築及び運用保守業務委託【大阪市】,FY2024,,株式会社 太洋堂,1550000,6420000,"{応札企業名＝株式会社 太洋堂、応札結果・備考＝、応札金額＝1550000},{応札企業名＝株式会社 ビースポーク、応札結果・備考＝、応札金額＝5220600},{応札企業名＝キステム株式会社、応札結果・備考＝、応札金額＝6230000},{応札企業名＝富士通Ｊａｐａｎ株式会社、応札結果・備考＝第1回:予定価格超過、応札金額＝11050000}",12,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTA1NjQ4Ng==
2024-12-23,,結果待ち,④構築,RAG構築,独法,国立大学法人/金沢大学,石川県,高速液体クロマトグラフ 島津製作所製 NexeraGPCシステム 二式,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQ1ODMyNA==
,2024-12-20,落札済,④構築,生成AI（その他）,独法,独立行政法人新エネルギー・産業技術総合開発機構,神奈川県,ポスト５Ｇ情報通信システム基盤強化研究開発事業 生成ＡＩ開発加速に向けた新たなデータセットの構築に関する調査,FY2024,,Ｖａｌｒｉｇｈｔ Ａｄｖｉｓｏｒｙ株式会社,149314000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTMwODg2Ng==
,2024-12-20,落札済,⑤運用,,市区町村,香川県市町村/三木町,香川県,令和6年度AIチャットボットサービス運用管理業務【三木町】,FY2024,,不落,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTEzNzk4NQ==
,2024-12-19,落札済,④構築,生成AI（その他）,国,防衛省,東京都,生成ＡＩを搭載した法務データベースの活用,FY2024,,レクシスネクシス・ジャパン株式会社,1460250,1460250,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTE3Nzk3NQ==
2024-12-19,,結果待ち,④構築,生成AI（その他）,国,防衛省/陸上自衛隊/中央会計隊（市ヶ谷駐屯地）,東京都,生成AIを搭載した法務データベースの活用,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQ0NDYzMg==
,2024-12-18,落札済,④構築,RAG構築,国,厚生労働省,東京都,薬品一式（5X WGS Fragmentation mix他 １件）の購入契約,FY2024,,アズサイエンス株式会社,1434400,1434400,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTE2NDE5NA==
2024-12-18,,結果待ち,④構築,生成AI（その他）,市区町村,その他愛知県市町村/江南市,愛知県,江南市生成AIシステム利用【江南市】,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQxNDc1Mg==
,2024-12-17,落札済,④構築,チャットボット,市区町村,熊本市,熊本県,チャットボット運営等に関するコンサルティング業務【熊本市】,FY2024,,株式会社 Channel Corporation,992200,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTU3NjUxNA==
,2024-12-17,落札済,③PoC,,その他,日本政策金融公庫,東京都,生成AIの検証環境の利用に係る調達(一式),FY2024,,株式会社システムサポート,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTMzNDczMQ==
2024-12-16,2024-12-16,落札済,④構築,生成AIサービス導入,都道府県,三重県,三重県,【再掲】令和６年度検索拡張生成ＡＩ利用環境提供業務,FY2024,,エヌ・ティ・ティ・コミュニケーションズ株式会社東海支社,1104000,,{応札企業名＝エヌ・ティ・ティ・コミュニケーションズ株式会社東海支社、応札結果・備考＝、応札金額＝1104000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDk5ODE5OA==
2024-12-16,2023-05-10,落札済,④構築,チャットボット,独法,その他/地方公共団体情報システム機構,東京都,LGWAN環境でのAIチャットボットサービスの提供業務,FY2024,,株式会社DTS WEST,2640000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjM2NjAzOA==
,2024-12-13,落札済,⑤運用,,都道府県,宮崎県,宮崎県,「みやざきフードビジネス相談ステーション」ホームページへのAIチャットボット構築及び運用保守業務,FY2024,,株式会社福島情報処理センター,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTEwMTAyNA==
2024-12-13,2024-12-13,落札済,④構築,チャットボット,都道府県,和歌山県,和歌山県,和歌山県立医科大学AIチャットボットシステム提供業務,FY2024,,チャットプラス株式会社,660000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTA1ODM3NQ==
,2024-12-13,落札済,④構築,チャットボット,都道府県,東京都,東京都,都立図書館情報システム所蔵資料紹介型AIチャットボットのデータ拡張基盤整備等追加作業委託,FY2024,,東日本電信電話株式会社,1980000,,{応札企業名＝東日本電信電話株式会社、応札結果・備考＝、応札金額＝1800000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDk3NDk5MA==
,2024-12-11,落札済,④構築,RAG構築,独法,独立行政法人宇宙航空研究開発機構,東京都,戦略的海外共同計画Dragonfly地震計の計測回路部（アナログ部）の製作,FY2024,,株式会社エンベデッドテクノロジー,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTI4MzgwOA==
2024-12-09,,結果待ち,④構築,RAG構築,独法,独立行政法人農業・食品産業技術総合研究機構,茨城県,Ion Xpress Plus Fragment Library Kit 他,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQxMzY0OQ==
2024-12-09,,結果待ち,③PoC,,その他,日本政策金融公庫,東京都,生成ＡＩの検証環境の利用に係る調達,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTM3NDczMg==
,2024-12-06,落札済,④構築,チャットボット,国,経済産業省,東京都,令和６年度化学物質規制対策（チャットボットの導入）,FY2024,,株式会社ＮＴＴネクシア,1563471,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTI4MTY4MA==
,2024-12-06,落札済,④構築,生成AIサービス導入,都道府県,茨城県,茨城県,生成ＡＩ導入支援ツール利用料【高等学校ＤＸ加速化推進事業】,FY2024,,株式会社ＦＣＥ,16500,,"{応札企業名＝株式会社ＦＣＥ、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝16500}",4,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTAzNTU0Ng==
,2024-12-06,落札済,④構築,チャットボット,市区町村,秋田県市町村/由利本荘市,秋田県,AIチャットボット導入業務委託【由利本荘市】,FY2024,,株式会社サイネックス,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTAwMTUyNg==
2024-12-06,,結果待ち,②設計,,市区町村,長野県市町村/松本市,長野県,大規模言語モデルを用いた生成ＡＩサービスに関する情報提供依頼（ＲＦＩ）【松本市】,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTM0OTg5OA==
2024-12-05,2024-12-09,落札済,④構築,生成AI（その他）,独法,独立行政法人宇宙航空研究開発機構,東京都,セキュアな生成AI活用による審査会効率化の検討,FY2024,,株式会社リベルクラフト,6600000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTI4Mzc4OA==
2024-12-05,2024-12-06,落札済,④構築,RAG構築,独法,独立行政法人農業・食品産業技術総合研究機構,茨城県,普及指導員大規模言語モデルのためのＲＡＧシステム構築業務,FY2024,,株式会社Ｓｗａｌｌｏｗ Ｄｅｓｉｇｎ Ｓｔｕｄｉｏ,3960000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTM4MDgwNQ==
,2024-12-05,落札済,④構築,チャットボット,国,デジタル庁,東京都,国・地方共通相談チャットボットの機能拡充に関する設計・開発等一式,FY2024,,株式会社ＮＴＴデータ,99935000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTE3NDc2MA==
,2024-12-04,落札済,⑤運用,,市区町村,その他東京都市町村/八王子市,東京都,AIチャットボットシステム（職員向け）サービス利用（令和７年１月～令和８年10月分）【八王子市】,FY2024,,株式会社ユーザーローカル,3350000,,"{応札企業名＝株式会社ユーザーローカル、応札結果・備考＝、応札金額＝3350000},{応札企業名＝北日本コンピューターサービス株式会社、応札結果・備考＝、応札金額＝3487000},{応札企業名＝株式会社ＤＴＳＷＥＳＴ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社両備システムズ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社ガバメイツ、応札結果・備考＝辞退、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDkzODU5OQ==
2024-12-03,2024-12-10,落札済,③PoC,,独法,独立行政法人海洋研究開発機構,神奈川県,生成AIモデルを用いた時系列データの異常予測試行,FY2024,,株式会社金融エンジニアリング・グループ,1430000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTIwMDAzNw==
2024-12-02,2024-12-11,落札済,④構築,生成AI（その他）,独法,独立行政法人物質・材料研究機構,茨城県,画像生成ＡＩ技術を用いた火力プラント構造材料のミクロ組織画像生成,FY2024,,カラクリ株式会社,4950000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNjc4NTU1MQ==
2024-12-02,2024-12-04,落札済,⑤運用,,市区町村,岐阜県市町村/飛騨市,岐阜県,生成AIサービス利用【飛騨市】,FY2024,,株式会社イマクリエ,550000,550000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTEzMjExNQ==
2024-11-29,2024-12-02,落札済,④構築,生成AI（その他）,独法,独立行政法人海洋研究開発機構,神奈川県,地球科学特化型マルチモーダル生成AIのプロトタイプ開発支援,FY2024,,株式会社Ridge-i,41497500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTIwMDAyOQ==
,2024-11-29,落札済,④構築,教育・学校AI,市区町村,東京23区/渋谷区,東京都,渋谷区教育ICT基盤生成AI環境構築業務委託【渋谷区】,FY2024,,東日本電信電話株式会社東京事業部,31334325,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTIyNTEyNA==
,2024-11-29,落札済,⑤運用,,独法,独立行政法人都市再生機構,神奈川県,ＵＲ賃貸住宅募集等業務におけるチャットボットの初期運用支援業務,FY2024,,株式会社電通,7040000,8165520,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTIwMDM5NQ==
2024-11-29,,結果待ち,④構築,生成AIサービス導入,国,農林水産省/九州農政局,熊本県,令和６年度生成AIサービス提供業務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTI3ODAzOA==
,2024-11-29,落札済,④構築,生成AIサービス導入,国,農林水産省,-,令和６年度生成AIサービス提供業務,FY2024,,日本工営株式会社,3930000,,{応札企業名＝日本工営株式会社 、応札結果・備考＝落札、応札金額＝3930000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDkyOTQ3MQ==
,2024-11-28,落札済,④構築,生成AIサービス導入,都道府県,三重県,三重県,（不調・取止め） 令和６年度検索拡張生成ＡＩ利用環境提供業務,FY2024,,不調・取止め,,,{応札企業名＝株式会社ＮＴＴドコモ東海支社三重支店、応札結果・備考＝、応札金額＝2784515/2222940},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTA1MDM2NA==
,2024-11-28,落札済,⑤運用,,都道府県,東京都,東京都,チャットボットの拡張及び運用保守業務委託（子供政策連携室追加分）,FY2024,,富士通Ｊａｐａｎ株式会社,2576090,,{応札企業名＝富士通Ｊａｐａｎ株式会社、応札結果・備考＝、応札金額＝2341900},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDkyODM4NA==
2024-11-27,2024-11-27,落札済,④構築,生成AI（その他）,独法,独立行政法人防災科学技術研究所,茨城県,令和6年度防災訓練への生成AI活用による付与状況作成効果調査業務,FY2024,,株式会社総合防災ソリューション,4928000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTA4MzQ5OA==
,2024-11-27,落札済,③PoC,,国,最高裁判所,東京都,司法行政事務における生成ＡＩ活用のための検証環境構築及び検証支援,FY2024,,株式会社ＦＩＸＥＲ,8720800,16280000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTA3ODI5OQ==
2024-11-27,,結果待ち,④構築,RAG構築,独法,国立大学法人/九州大学,福岡県,株式会社ジーデップ・アドバンス製GWS-IRAGA-1G 3台,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTM2MzI1Mw==
2024-11-27,,結果待ち,④構築,生成AIサービス導入,都道府県,三重県,三重県,令和６年度検索拡張生成ＡＩ利用環境提供業務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTMzODc0MA==
2024-11-26,,結果待ち,⑤運用,,市区町村,京都市,京都府,Ｃｈａｔ ＧＰＴ Ｔｅａｍ ライセンス取得【京都市】,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTM1ODcwNQ==
2024-11-25,2024-11-25,落札済,⑤運用,,都道府県,東京都,東京都,ＴＡＩＭＳライセンス（令和６年度分）の買入れ（生成 AI ツール試験導入分）,FY2024,,株式会社大塚商会,6195123,,"{応札企業名＝株式会社大塚商会、応札結果・備考＝、応札金額＝5631930},{応札企業名＝リコージャパン株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ＢＩＰＲＯＧＹ株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝日本ビジネスシステムズ株式会社、応札結果・備考＝不参、応札金額＝}",12,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDg5Njk2NA==
