問い合わせ番号,ステータス,発注機関,機関タイプ,発注地域,件名,フェーズ,サブカテゴリ,年度,入札種別,案件登録日,入札日,開札日,落札会社名,落札金額,落札金額(数値),予定金額,応札企業,応札社数,ノイズ判定,重複除外,採用レコード
N18397123,入札中,特許庁,国,東京都,【特許庁】令和６年度産業財産権制度問題調査研究「生成AIを利用したデザイン創作の意匠法上の保護の在り方に関する調査研究」,④構築,生成AI（その他）,FY2024,競争・公募,2024-04-30,2024-05-24,,,,,,,,,,○
N18388445,入札中,佐賀県市町村/唐津市,市区町村,佐賀県,AIチャットボット導入業務【唐津市】,④構築,チャットボット,FY2024,競争・公募,2024-04-26,2024-05-31,,,,,,,,,,○
N18387901,入札中,その他,,全国,【米軍案件】DIAPHRAGM,,,,競争・公募,2024-04-26,,,,,,,,,ノイズ,,
N18384772,入札中,愛媛県市町村/宇和島市,市区町村,愛媛県,生成AI提供業務【宇和島市】,④構築,生成AI（その他）,FY2024,競争・公募,2024-04-26,2024-05-29,,,,,,,,,,○
N18383477,入札中,茨城県,都道府県,茨城県,文章生成AIサービス提供業務,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-26,2024-05-22,,,,,,,,,,○
R23598523,落札結果,国土交通省,,大阪府,大阪国際空港RAG通信卓増設その他工事,,,,,,,2024-04-26,株式会社ザイデン,32010000,32010000,33010234,,,ノイズ,,
N18380236,入札中,独立行政法人物質・材料研究機構,独法,茨城県,検証を含む生成ＡＩの調査業務,③PoC,,FY2024,競争・公募,2024-04-25,2024-05-08,,,,,,,,,,○
N18377173,入札中,独立行政法人土木研究所,独法,茨城県,排水機場における生成ＡＩ技術の適用に関する検証評価とりまとめ業務,③PoC,,FY2024,競争・公募,2024-04-25,2024-05-27,,,,,,,,,,○
N18377171,入札中,独立行政法人土木研究所,独法,茨城県,生成ＡＩによる教師データ拡充及び事象検知AIの精度向上に関する検証業務,③PoC,,FY2024,競争・公募,2024-04-25,2024-05-27,,,,,,,,,,○
N18371542,入札中,その他北海道市町村/北広島市,都道府県,北海道,AIチャットボットサービス利用契約の募集開始【北広島市】,⑤運用,,FY2024,競争・公募,2024-04-24,2024-05-20,,,,,,,,,,○
R24409088,落札結果,警察庁,国,東京都,クローズド環境下での生成ＡＩのオンプレミス利用環境の構築・運用に係る調査研究事業,⑤運用,,,,,,2024-04-24,株式会社ＲＵＴＩＬＥＡ、株式会社コア,699772205,699772205,,,,,,○
R23703928,落札結果,茨城県市町村/つくば市,市区町村,茨城県,６生成ＡＩリテラシー向上研修支援業務委託【つくば市】,①研修,,,,,,2024-04-24,株式会社ＴＥＮＨＯ,2220000,2220000,,"{応札企業名＝株式会社ＴＥＮＨＯ、応札結果・備考＝、応札金額＝2220000},{応札企業名＝ＰｗＣコンサルティング合同会社、応札結果・備考＝、応札金額＝4524000},{応札企業名＝株式会社エクサウィザーズ、応札結果・備考＝辞退、応札金額＝}",9,,,○
N18367076,入札中,日本郵政グループ/株式会社ゆうちょ銀行,その他,東京都,生成AIの活用に向けた社員育成等の実施,④構築,生成AI（その他）,FY2024,競争・公募,2024-04-23,2024-05-21,,,,,,,,,,○
N18364104,入札中,山形県,都道府県,山形県,【みらい企画創造部DX推進課】生成AI利用サービス提供業務,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-23,2024-05-14,,,,,,,,,,○
N18361986,入札中,その他岡山県市町村/倉敷市,市区町村,岡山県,生成AIサービスに係る情報提供依頼を実施します。【倉敷市】,②設計,,FY2024,競争・公募,2024-04-22,2024-04-26,,,,,,,,,,○
N18361053,入札中,愛知県,都道府県,愛知県,愛知県警察ＡＩチャットボットサービス導入業務委託,④構築,チャットボット,FY2024,競争・公募,2024-04-22,2024-05-15,,,,,,,,,,○
N18357781,入札中,福岡市,市区町村,福岡県,福岡市チャットボット拡充事業業務委託【福岡市】,④構築,チャットボット,FY2024,競争・公募,2024-04-22,2024-05-16,,,,,,,,,,○
N18357127,入札中,大分県市町村/大分市,市区町村,大分県,生成AIサービス提供業務【大分市】,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-22,2024-05-24,,,,,,,,,,○
N18351046,入札中,その他大阪府市町村/箕面市,市区町村,大阪府,箕面市生成AI利用環境構築及び運用支援業務委託【箕面市】,⑤運用,,FY2024,競争・公募,2024-04-19,2024-05-14,,,,,,,,,,○
N18342512,入札中,茨城県市町村/つくば市,市区町村,茨城県,６ＡＩチャットボットサービスの利用【つくば市】,④構築,チャットボット,FY2024,指名,2024-04-17,2024-05-10,,,,,,,,,,○
R24057198,落札結果,防衛装備庁,国,東京都,指揮統制生成ＡＩ適用性実験装置の製造１式,④構築,生成AI（その他）,,,,,2024-04-17,富士通株式会社,90451900,90451900,,,,,,○
R23873013,落札結果,放送大学学園,その他,千葉県,生涯学習支援番組「言語生成AIの機能と社会への応用」の制作,④構築,生成AI（その他）,,,,,2024-04-17,株式会社ＡＭＡＺＯＮＬＡＴＥＲＮＡ,2727993,2727993,,,,,,○
N18335212,入札中,その他,その他,全国,【米軍案件】REMOVABLE STORAGE (,④構築,RAG構築,FY2024,競争・公募,2024-04-16,,,,,,,,,,,○
N18333153,入札中,その他兵庫県市町村/芦屋市,市区町村,兵庫県,芦屋市生成AIサービス提供業務に係る公募型プロポーザル（RFP）の実施について（2024年4月16日）【芦屋市】,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-16,2024-05-24,,,,,,,,,,○
N18332425,入札中,その他広島県市町村/福山市,市区町村,広島県,条件付一般競争入札のお知らせ（福山市生成ＡＩサービス提供業務）【福山市】,④構築,生成AI（その他）,FY2024,競争・公募,2024-04-16,2024-05-15,,,,,,,,,,○
R24566348,落札結果,独立行政法人国際協力機構,独法,東京都,SECURITY ADVISOR JICA NICARAGUA JFY2024,④構築,RAG構築,,,,,2024-04-16,個人,2262982,2262982,,,,,,○
R24563939,落札結果,こども家庭庁,国,東京都,こども・子育て分野における生成ＡＩ利用等に係る調査研究（令和６年度）,④構築,生成AI（その他）,,,,,2024-04-16,アビームコンサルティング株式会社,407000000,407000000,,,,,,○
N18322186,入札中,国土交通省/大阪空港事務所,その他,"大阪府,兵庫県",令和６年度但馬ＲＡＧ機械設備保全業務,④構築,AI（その他）,FY2024,競争・公募,2024-04-12,2024-04-25,,,,,,,,,,○
N18318055,入札中,長崎県市町村/佐世保市,市区町村,長崎県,佐世保市文書生成AI導入業務【佐世保市】,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-12,2024-05-10,,,,,,,,,,○
N18316375,入札中,国土交通省/大阪空港事務所,その他,"大阪府,兵庫県",令和６年度但馬ＲＡＧ発電設備保守業務,⑤運用,,FY2024,競争・公募,2024-04-11,2024-04-24,,,,,,,,,,○
N18315209,入札中,日本政策金融公庫,その他,東京都,ＣｈａｔＧＰＴ等の生成ＡＩに関する研修に係る業務委託,①研修,,FY2024,競争・公募,2024-04-11,2024-05-24,,,,,,,,,,○
N18307705,入札中,防衛省/航空自衛隊/第2補給処（岐阜基地）,,岐阜県,DIAPHRAGM外3品目,,,,競争・公募,2024-04-10,2024-05-10,,,,,,,,ノイズ,,
N18305143,入札中,国立大学法人/岡山大学,,岡山県,特定保険医療材料 DuraGen人工硬膜 Integra Japan ID4501I 外66件,,,,競争・公募,2024-04-10,2024-05-17,,,,,,,,ノイズ,,
R24115995,落札結果,香川県,都道府県,香川県,「データ分析・ChatGPT活用人材養成講座」開催事業業務委託,①研修,,,,,,2024-04-10,キラメックス株式会社,10615000,10615000,,,,,,○
N18298774,入札中,埼玉県,都道府県,埼玉県,生成AI導入業務委託,④構築,生成AIサービス導入,FY2024,競争・公募,2024-04-09,2024-04-19,,,,,,,,,,○
R24127892,落札結果,日本政策金融公庫,その他,東京都,生成AIの検証環境構築に係る業務委託の調達（サービス利用及び保守契約）(一式),③PoC,,,,,,2024-04-08,株式会社システムサポート,,,,,,,,○
R24127891,落札結果,日本政策金融公庫,その他,東京都,生成AIに係る検証環境のセキュリティ診断(一式),③PoC,,,,,,2024-04-08,株式会社ファイブドライブ,1881000,1881000,,,,,,○
N18285004,入札中,その他,その他,全国,【米軍案件】SHIPPING AND STORAG,④構築,RAG構築,FY2024,競争・公募,2024-04-04,,,,,,,,,,,○
N18284140,入札中,茨城県市町村/つくば市,市区町村,茨城県,６生成ＡＩリテラシー向上研修支援業務委託【つくば市】,①研修,,FY2024,競争・公募,2024-04-04,2024-04-24,,,,,,,,,,○
R23627873,落札結果,富山県,都道府県,富山県,富山県生成AIサービス導入業務,④構築,生成AIサービス導入,,,,,2024-04-04,株式会社ユーザーローカル,,,,,,,,○
R24106416,落札結果,独立行政法人産業技術総合研究所,独法,茨城県,農薬評価書用チャットボット候補の構築とその性能評価 １式,④構築,チャットボット,,,,,2024-04-03,みずほリサーチ＆テクノロジーズ株式会社,3850000,3850000,,,,,,○
R23608727,落札結果,日本政策金融公庫,その他,東京都,生成ＡＩに係る検証環境のセキュリティ診断,③PoC,,,,,,2024-04-02,株式会社ファイブドライブ,1710000,1710000,,,,,,○
N18267448,入札中,その他京都府市町村/長岡京市,都道府県,京都府,長岡京市生成AI提供業務委託【長岡京市】,④構築,生成AI（その他）,FY2024,競争・公募,2024-04-01,2024-04-22,,,,,,,,,,○
N18266473,入札中,山口県,都道府県,山口県,生成AI・学習アシスタントアプリケーション開発・運用保守業務,⑤運用,,FY2024,競争・公募,2024-04-01,2024-04-15,,,,,,,,,,○
R26868900,落札結果,その他熊本県市町村/芦北町,市区町村,熊本県,自治体専用文書生成ＡＩツール利用料【芦北町】,④構築,生成AI（その他）,,,,,2024-04-01,株式会社KIS,924000,924000,924000,,,,,○
R26479710,落札結果,栃木県,都道府県,栃木県,生成AI利用サービス使用,④構築,生成AI（その他）,,,,,2024-04-01,株式会社Exa Enterprise AI,902000,902000,,,,,,○
R26190565,落札結果,その他静岡県市町村/伊東市,,静岡県,Ｆｉｒｓｔ Ｇａｒａｇｅ警備業務委託【伊東市】,,,,,,,2024-04-01,東海綜合警備保障株式会社,13200,13200,,,,ノイズ,,
R25998345,落札結果,神戸市,市区町村,兵庫県,神戸市ひとり親家庭支援AIチャットボット運用保守業務【神戸市】,⑤運用,,,,,,2024-04-01,CAMEL株式会社,1056000,1056000,,,,,,○
R25487119,落札結果,独立行政法人国立がん研究センター,独法,東京都,サーバーへのStorage Blade及びバッテリーモジュール購入及び取付作業,④構築,RAG構築,,,,,2024-04-01,スケーラブルシステムズ株式会社,2592700,2592700,,,,,,○
R25206516,落札結果,神戸市,市区町村,兵庫県,令和６年度神戸市消防団スマート情報システム（AI防災チャットボット）運用保守業務委託【神戸市】,⑤運用,,,,,,2024-04-01,株式会社ウェザーニューズ,2640000,2640000,,,,,,○
R25063250,落札結果,国土交通省,,東京都,令和６年度 RAG空港用ITV装置定期点検作業,,,,,,,2024-04-01,株式会社サンネクト,6050000,6050000,6670617,,,ノイズ,,
R24693751,落札結果,その他兵庫県市町村/宝塚市,市区町村,兵庫県,住民問い合わせ対応AIチャットボットシステム使用に関する契約【宝塚市】,④構築,チャットボット,,,,,2024-04-01,ＣＡＭＥＬ株式会社,1056000,1056000,,,,,,○
R24650943,落札結果,熊本市,市区町村,熊本県,AIチャットボットクラウドサービス利用契約【熊本市】,⑤運用,,,,,,2024-04-01,株式会社リサーチアンドソリューション,831600,831600,,,,,,○
R24510499,落札結果,東京23区/練馬区,市区町村,東京都,練馬区おくやみチャットボットシステム運用管理等業務委託【練馬区】,⑤運用,,,,,,2024-04-01,株式会社鎌倉新書,1386000,1386000,,,,,,○
R24510462,落札結果,東京23区/練馬区,市区町村,東京都,令和６年度練馬区AIチャットボットシステム保守等業務委託【練馬区】,⑤運用,,,,,,2024-04-01,株式会社サイネックス,1584000,1584000,,,,,,○
R24361512,落札結果,東京23区/北区,市区町村,東京都,AIチャットボット運用保守業務委託【北区】,⑤運用,,,,,,2024-04-01,ソフトバンク株式会社,3022800,3022800,,,,,,○
R24332732,落札結果,大阪府,都道府県,大阪府,労働相談チャットボットシステム利用に関する業務委託,④構築,チャットボット,,,,,2024-04-01,リコージャパン株式会社関西ＭＡ事業部,6979500,6979500,,,,,,○
R24332598,落札結果,大阪府,都道府県,大阪府,令和６年度大阪依存症チャットにおけるＡＩチャットボット運用保守業務,⑤運用,,,,,,2024-04-01,エヌ・ティ・ティ・コミュニケーションズ株式会社,3894000,3894000,,,,,,○
R24259839,落札結果,外務省,国,東京都,「チャットボット機能の運用保守」業務委嘱,⑤運用,,,,,,2024-04-01,株式会社日立製作所,20996800,20996800,20996800,,,,,○
R24234331,落札結果,最高裁判所,国,東京都,裁判所ウェブサイトのＡＩチャットボットの検証環境提供及び調査支援,③PoC,,,,,,2024-04-01,株式会社スカラコミュニケーションズ,4483875,4483875,4483875,,,,,○
R24234282,落札結果,最高裁判所,国,東京都,ｅ事件管理システム用ＡＩチャットボットシステムの構築等及び運用保守,⑤運用,,,,,,2024-04-01,株式会社ティファナ・ドットコム,2376000,2376000,2376000,,,,,○
R24234281,落札結果,最高裁判所,国,東京都,ＡＩチャットボットシステムの構築等業務及び運用保守業務（令和５年度運用開始分）,⑤運用,,,,,,2024-04-01,株式会社ティファナ・ドットコム,1265000,1265000,1265000,,,,,○
R24132809,落札結果,東京23区/千代田区,市区町村,東京都,職員用A1チャットボットの利用【千代田区】,④構築,チャットボット,,,,,2024-04-01,オス株式会社,2695000,2695000,,,,,,○
